Report_No,Reported_Date,Reported_Time,From_Date,From_Time,To_Date,To_Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Involvement,Race,Sex,Age,Firearm Used Flag,Location
KC19072536,09/22/2019,16:44,09/22/2019,16:30,09/22/2019,17:47,Assault (Non-Aggravated),13B,Simple Assault,234,6200  PASEO BLVD,KANSAS CITY,64131,,MPD,N,SUS,B,M,36,false,
KC19059745,08/09/2019,12:08,08/09/2019,08:50,,,Terroristic Threats,13C,Intimidation,115,2300  HOLMES ST,KANSAS CITY,64108,PJ1938,CPD,N,VIC,,,,false,"2300  HOLMES ST
KANSAS CITY 64108
(39.084583, -94.575809)"
KC19062315,08/18/2019,10:49,08/18/2019,10:49,08/18/2019,11:36,Stolen Auto,240,Motor Vehicle Theft,635,4200  N CORRINGTON AVE,KANSAS CITY,64120,PC1130,SCP,N,SUS,W,F,,false,
KC19072772,09/23/2019,12:59,09/23/2019,11:27,,,Assault (Non-Aggravated),13B,Simple Assault,542,90100  OLD SANTA FE RD,KANSAS CITY,64138,9516,SPD,N,ARR CHA SUS,B,M,,false,
KC19072918,09/23/2019,21:02,09/23/2019,20:45,,,Stealing – Shoplift,23C,Shoplifting,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19072952,09/23/2019,23:39,09/24/2019,01:30,,,State Warrant Arrest,,,999,00  NE TUDOR RD,LEES SUMMIT,64086,,OSPD,N,ARR CHA SUS,B,M,26,false,
KC19073075,09/24/2019,10:59,09/16/2019,00:01,09/17/2019,23:59,Burglary (Residential),220,Burglary/Breaking and Entering,535,0  W 127TH ST,KANSAS CITY,64145,PJ7364,SPD,N,VIC,W,F,79,false,
KC19073319,09/25/2019,06:46,09/25/2019,06:47,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,212,5600  PERSIMMON TRAL,KANSAS CITY,,,MPD,Y,VIC,B,M,27,false,
KC19073428,09/25/2019,13:53,09/25/2019,13:52,,,Stealing – Shoplift,23C,Shoplifting,213,8600  E 63RD TRFY,KANSAS CITY,64129,PJ4889,MPD,N,VIC,,,,false,
KC19073538,09/25/2019,18:50,09/25/2019,18:40,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,334,4600  PROSPECT AVE,KANSAS CITY,64128,PJ3735,EPD,Y,SUS,W,M,26,false,
KC19073568,09/25/2019,20:02,09/25/2019,20:02,,,Vehicular – Injury,,,415,NW BARRY RD and N ROBINHOOD AVE,KANSAS CITY,64153,PP0391,NPD,N,ARR CHA VDR,W,M,,false,
KC19073637,09/26/2019,07:38,09/26/2019,07:37,09/26/2019,08:50,Vehicular – Non-Injury,,,411,169 HWY S and N RICHARDS RD,KANSAS CITY,64116,,NPD,N,ARR VDR,B,M,51,false,
KC19073690,09/26/2019,11:16,09/26/2019,09:00,,,Loss,,,112,12TH ST and GRAND BLVD,KANSAS CITY,64106,,CPD,N,VIC,W,M,47,false,
KC19073781,09/26/2019,14:25,09/26/2019,14:25,,,Outside State Warrant Arrest,,,321,E I 70 HWY and S PROSPECT AVE,KANSAS CITY,64127,,EPD,N,ARR CHA SUS,B,M,21,false,
KC19073848,09/26/2019,16:19,09/26/2019,15:48,09/26/2019,19:57,Terroristic Threats,,,421,00  N BEIRUT CIR,KANSAS CITY,64153,,NPD,N,SUS,B,M,41,false,
KC19073944,09/27/2019,05:01,09/27/2019,05:01,,,Casualty,,,341,1400  TOPPING AVE,KANSAS CITY,64126,PJ1314,EPD,N,VIC,B,F,,false,
KC19055032,07/23/2019,11:04,07/03/2019,21:21,,,Stealing – Shoplift,23C,Shoplifting,422,3700  NW 90TH ST,KANSAS CITY,64154,,NPD,N,SUS,B,M,,false,"3700  NW 90TH ST
KANSAS CITY 64154
(39.256004, -94.615913)"
KC19061607,08/15/2019,18:22,08/15/2019,12:00,08/15/2019,14:41,Identity Theft,280,Stolen Property Offenses,112,900  WALNUT ST,KANSAS CITY,64111,,CPD,N,VIC,W,F,61,false,
KC19074196,09/27/2019,21:52,09/27/2019,21:52,,,Assault (Aggravated),13A,Aggravated Assault,542,9400  MCKINLEY AVE,KANSAS CITY,64138,PJ6509,SPD,N,SUS,B,M,,true,
KC19068526,09/09/2019,01:45,09/09/2019,01:45,,,Stealing – Shoplift,23C,Shoplifting,641,8300  N CHURCH RD,KANSAS CITY,64158,PC0387,SCP,N,VIC,,,,false,"8300  N CHURCH RD
KANSAS CITY 64158
(39.242051, -94.461697)"
KC19074548,09/29/2019,10:47,09/29/2019,10:47,,,City/Municipal Warrant Arrest,,,340,W I 70 HWY and E 31ST ST,KANSAS CITY,64127,,EPD,N,SUS,W,M,51,false,
KC19074745,09/30/2019,00:36,09/30/2019,00:36,09/30/2019,02:00,Eluding / Resisting a Lawful Stop,90Z,All Other Offenses,234,E 85TH ST and PROSPECT AVE,KANSAS CITY,64132,PJ6130,MPD,N,SUS,B,M,25,false,
KC19074851,09/30/2019,12:08,09/30/2019,12:00,,,Trespass of Real Property,90J,Trespass of Real Property,314,5200  INDEPENDENCE AVE,KANSAS CITY,64123,PJ0737,EPD,N,VIC,W,F,58,false,
KC19060484,08/12/2019,01:52,08/12/2019,01:52,,,City/Municipal Warrant Arrest,,,311,200  N MEMORIAL DR,INDEPENDENCE,64050,,EPD,N,ARR CHA SUS,W,M,19,false,"200  N MEMORIAL DR
INDEPENDENCE 64050
(39.092706, -94.413165)"
KC19056811,07/29/2019,16:49,07/29/2019,16:49,,,Stealing – Shoplift,23C,Shoplifting,344,3100  STADIUM DR,KANSAS CITY,64133,PJ2680,EPD,N,VIC,,,,false,"3100  STADIUM DR
KANSAS CITY 64133
(39.068456, -94.519982)"
KC19075406,10/02/2019,09:57,10/02/2019,07:46,,,State Warrant Arrest,,,999,8600  E 83RD TER,RAYTOWN,,,OSPD,N,SUS,,M,29,false,"8600  E 83RD TER
RAYTOWN
(38.972644, -94.486987)"
KC19075451,10/02/2019,08:44,10/01/2019,19:30,10/02/2019,08:00,Burglary (Non-Residential),220,Burglary/Breaking and Entering,344,3300  STADIUM DR,KANSAS CITY,64129,,EPD,N,VIC,,,,false,
KC19068635,09/09/2019,11:49,09/09/2019,10:00,,,Legacy Incident Report/Arrest,,,999,12200  37TH ST S,INDEDPENDENCE,,,OSPD,N,ARR CHA SUS,W,F,23,false,"12200  37TH ST S
INDEDPENDENCE
(39.054558, -94.433956)"
KC19075510,10/02/2019,14:31,10/02/2019,14:31,,,Possession/Sale/Distribution of a Controlled Substance,35A,Drug / Narcotic Violations,531,4700  BANNISTER RD,KANSAS CITY,64137,,SPD,N,VIC,,,,false,
KC19075853,10/03/2019,15:32,10/03/2019,15:30,,,City Weapons Offense,,,542,E 87TH ST and S OLD SANTA FE TRAL,KANSAS CITY,64134,,SPD,N,VIC,B,M,60,false,
KC19075934,10/03/2019,21:28,10/03/2019,20:10,,,Stealing – Shoplift,,,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,CHA SUS,B,F,48,false,
KC19076064,10/04/2019,10:36,10/04/2019,11:01,10/04/2019,13:28,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA SUS,W,M,37,false,
KC19076107,10/04/2019,15:16,10/03/2019,04:00,10/03/2019,07:00,Stolen Auto,240,Motor Vehicle Theft,632,4400  N WINN RD,KANSAS CITY,64117,PC1110,SCP,N,CMP VIC,W,M,18,false,
KC19064121,08/24/2019,07:50,08/24/2019,09:00,,,City/Municipal Warrant Arrest,,,311,200  N MEMORIAL DR,INDEPENDENCE,64050,,EPD,N,ARR CHA SUS,W,M,26,false,"200  N MEMORIAL DR
INDEPENDENCE 64050
(39.092706, -94.413165)"
KC19076263,10/05/2019,00:08,10/05/2019,00:08,,,Missing/Runaway Juvenile,,,312,3100  THOMPSON AVE,KANSAS CITY,,,EPD,N,VIC,B,F,,false,
KC19076294,10/05/2019,03:10,10/05/2019,02:30,10/05/2019,02:48,Property Damage,,,223,6200  AGNES AVE,KANSAS CITY,64130,PJ4904,MPD,N,VIC,B,M,28,false,
KC19076337,10/05/2019,10:11,10/04/2019,18:00,,,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,109,5THGRAND and GRAND,KANSAS CITY,64106,,CPD,N,VIC,W,F,26,false,
KC19055392,07/24/2019,13:46,07/23/2019,22:30,07/24/2019,06:45,Property Damage,,,134,4600  CHARLOTTE ST,KANSAS CITY,,PJ3668,CPD,N,VIC,W,F,71,false,"4600  CHARLOTTE ST
KANSAS CITY
(39.043379, -94.576344)"
KC19076532,10/06/2019,03:34,10/06/2019,03:20,,,Assault (Aggravated),,,223,6100  COLLEGE AVE,KANSAS CITY,64132,,MPD,N,VIC,W,F,23,false,
KC19076692,10/06/2019,14:18,10/06/2019,17:58,,,Sodomy,11B,Forcible Sodomy,999,9900  UNKNOWN ST,KANSAS CITY,64111,,CPD,N,SUS,B,M,,false,
KC19076804,09/25/2019,08:45,09/25/2019,08:30,,,Recovered Property,,,112,11TH ST and LOCUST ST,KANSAS CITY,64106,,CPD,N,VIC,U,U,,false,
KC19076838,10/07/2019,09:16,10/07/2019,10:30,,,City/Municipal Warrant Arrest,,,999,1100  SMITH ST,BLUE SPRINGS,,,OSPD,N,ARR SUS,B,F,64,false,
KC19077160,10/08/2019,11:39,10/08/2019,11:39,,,Vehicular – Non-Injury,,,641,N FLINTLOCK RD and NE 83RD TER,KANSAS CITY,64158,PC0430,SCP,N,CHA VDR,W,M,22,false,
KC19077255,10/08/2019,16:09,10/07/2019,16:00,,,Stealing – Purse Snatch,,,343,3100  KENSINGTON,KANSAS CITY,64130,,EPD,N,CMP VIC,B,M,44,false,
KC19077335,10/08/2019,17:47,10/08/2019,19:16,,,City/Municipal Warrant Arrest,,,999,400  N 3RD ST,PLATTE CITY,64079,,OSPD,N,ARR CHA SUS,W,M,42,false,"400  N 3RD ST
PLATTE CITY 64079
(39.007166, -94.069664)"
KC19077349,10/08/2019,21:24,10/08/2019,21:24,,,Driving While Suspended/Revoked (State Offense),,,233,76 ST and PASEO,KANSAS CITY,64132,,MPD,N,ARR CHA SUS,B,M,39,false,
KC19077433,10/09/2019,08:45,10/08/2019,16:00,10/09/2019,08:45,Stolen Auto,240,Motor Vehicle Theft,544,13900  BLUE PKWY E,KANSAS CITY,64139,,SPD,N,VIC,U,F,,false,
KC19077538,10/09/2019,15:20,10/11/2019,02:00,10/11/2019,13:00,Stealing from Building/Residence,23D,Theft From Building,343,2700  LISTER AVE,KANSAS CITY,64127,PJ2323,EPD,N,VIC,W,M,39,false,
KC19077565,10/09/2019,16:54,08/29/2019,07:00,10/09/2019,16:00,Stealing – Other,23H,All Other Larceny,234,9400  HOLMES RD,KANSAS CITY,64131,,MPD,N,CMP VIC,W,M,34,false,
KC19077697,10/10/2019,07:22,10/09/2019,19:00,,,Stolen Auto,240,Motor Vehicle Theft,121,1100  PACIFI,KANSAS CITY,64106,,CPD,N,VIC,,,,false,
KC19077743,10/10/2019,09:54,10/09/2019,17:00,10/10/2019,05:30,Stolen Auto,240,Motor Vehicle Theft,342,5500  BONITA AVE,KANSAS CITY,64128,PJ2366,EPD,N,VIC,B,M,49,false,
KC19078063,10/11/2019,09:33,10/10/2019,08:30,,,Stealing from Auto (Theft from Auto),280,Stolen Property Offenses,144,43RD ST and PASEO,KANSAS CITY,64111,,CPD,N,VIC,B,F,52,false,
KC19078109,10/11/2019,12:21,10/11/2019,12:00,,,Forgery,,,314,4800  INDEPENDENCE AVE,KANSAS CITY,64106,PJ1028,EPD,N,VIC,,,,false,
KC19078175,10/11/2019,13:26,10/11/2019,13:10,10/11/2019,13:10,Stealing from Auto (Auto Part or Accessory),,,413,8700  NW ROANRIDGE RD,KANSAS CITY,64151,,NPD,N,VIC,W,M,,false,
KC19078332,10/12/2019,02:35,10/12/2019,02:25,,,Vehicular – Injury,,,122,12 ST and LYDIA,KANSAS CITY,,,CPD,N,ARR CHA SUS VDR,W,M,22,false,
KC19057618,08/01/2019,14:16,08/01/2019,14:19,08/01/2019,14:25,Driving While Suspended/Revoked (State Offense),90Z,All Other Offenses,211,E 49TH ST and AGNES AVE,KANSAS CITY,64130,PJ3916,MPD,N,ARR CHA SUS,B,M,57,false,
KC19078659,10/13/2019,12:07,10/13/2019,12:14,10/13/2019,13:19,Assault (Aggravated),13A,Aggravated Assault,635,N FREMONT AVE and NE 48 ST,KANSAS CITY,,,SCP,N,VIC,W,M,,true,
KC19078837,10/14/2019,08:23,10/14/2019,09:04,,,Property Damage,,,422,8800  N HULL AVE,KANSAS CITY,64154,,NPD,N,VIC,W,M,66,false,
KC19055193,07/23/2019,18:00,07/23/2019,18:02,,,Stealing – Shoplift,120,Robbery,332,3500  PROSPECT AVE,KANSAS CITY,64128,PJ2873,EPD,N,VIC,,,,false,"3500  PROSPECT AVE
KANSAS CITY 64128
(39.062403, -94.553215)"
KC19078998,10/14/2019,17:05,10/14/2019,17:00,,,Property Damage,290,Vandalism/Destruction of Property,121,E 8 ST and PASEO BLVD,KANSAS CITY,64106,,CPD,N,VIC,B,F,39,false,
KC19055280,07/24/2019,01:01,07/23/2019,23:00,,,Burglary (Residential),220,Burglary/Breaking and Entering,243,8100  E 80TH ST,KANSAS CITY,64138,,MPD,N,SUS,B,M,,false,"8100  E 80TH ST
KANSAS CITY 64138
(38.979561, -94.494053)"
KC19059664,08/09/2019,04:40,08/09/2019,02:45,,,Burglary (Non-Residential),220,Burglary/Breaking and Entering,544,9900  E BANNISTER RD,KANSAS CITY,64131,PJ6962,SPD,N,VIC,,,,false,
KC19063576,08/22/2019,13:41,08/22/2019,13:35,,,Possession/Sale/Distribution of a Controlled Substance,,,414,NW 64 ST and NW PRAIRIE VIEW RD,KANSAS CITY,64151,,NPD,N,ARR CHA SUS,B,M,37,false,
KC19079612,10/16/2019,18:33,10/16/2019,18:33,,,Eluding / Resisting a Lawful Stop,,,324,E 24TH ST and CYPRESS AVE,KANSAS CITY,64127,PJ1954,EPD,N,VIC,B,F,30,false,
KC19079783,10/17/2019,12:27,10/17/2019,12:27,,,Assault (Aggravated),13A,Aggravated Assault,222,E 54TH ST and WABASH AVE,KANSAS CITY,64130,PJ4292,MPD,N,VIC,B,M,22,true,
KC19079855,10/17/2019,12:46,10/17/2019,15:46,,,City/Municipal Warrant Arrest,,,999,400  N 3RD ST,PLATTE CITY,64079,,OSPD,N,ARR SUS,B,F,21,false,"400  N 3RD ST
PLATTE CITY 64079
(39.007166, -94.069664)"
KC19079904,10/17/2019,19:42,10/17/2019,19:42,,,Robbery (Strong Armed Street),120,Robbery,312,6000  INDEPENDENCE AVE,KANSAS CITY,64124,,EPD,N,VIC,W,F,27,false,
KC19069599,09/12/2019,11:59,09/11/2019,21:30,,,Stealing – Shoplift,23C,Shoplifting,632,4300  N ANTIOCH RD,KANSAS CITY,,PC1162,SCP,N,SUS,B,M,,false,"4300  N ANTIOCH RD
KANSAS CITY
(39.171921, -94.549055)"
KC19080415,10/19/2019,17:56,10/19/2019,17:45,,,Stealing – Other,280,Stolen Property Offenses,535,800  W BLUE RIDGE,KANSAS CITY,64145,,SPD,N,VIC,,,,false,
KC19080612,10/20/2019,15:51,10/20/2019,15:51,,,Possession of Stolen Property,,,531,HOLMES and 435 HWY,KANSAS CITY,,,SPD,N,VIC,,,,false,
KC19080945,10/21/2019,17:53,10/21/2019,18:40,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA,B,M,42,false,
KC19080977,10/21/2019,22:15,10/21/2019,22:15,,,Possession/Sale/Distribution of a Controlled Substance,,,234,85TH ST and PASEO,KANSAS CITY,,,MPD,N,ARR CHA SUS,B,M,48,false,
KC19081047,10/22/2019,08:38,10/21/2019,15:00,10/22/2019,07:30,Stolen Auto,240,Motor Vehicle Theft,345,LITTLE BLUE RD and PROCTOR AVE,KANSAS CITY,64128,PJ5140,EPD,N,VIC,,,,false,
KC19081216,10/22/2019,16:18,10/22/2019,13:30,10/22/2019,14:00,Assault (Aggravated),13A,Aggravated Assault,142,3900  EUCLID,KANSAS CITY,,,CPD,N,SUS,U,U,,true,
KC19081233,10/22/2019,16:05,10/22/2019,18:22,,,Outside State Warrant Arrest,,,000,00  S WATER ST,LIBERTY,64068,,OSPD,N,SUS,B,M,18,false,
KC19081267,10/22/2019,20:59,10/22/2019,20:59,10/22/2019,20:59,Trespass of Real Property,90J,Trespass of Real Property,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19064105,08/24/2019,06:33,08/24/2019,06:33,,,Mental Health/Crisis Intervention Team (CIT) Report,,,213,2900  E 51 ST,KANSAS CITY,64130,,MPD,N,VIC,B,M,47,false,"2900  E 51 ST
KANSAS CITY 64130
(39.033617, -94.551275)"
KC19081751,10/24/2019,17:34,10/23/2019,17:20,,,Stealing – Shoplift,23C,Shoplifting,421,7100  NW 86TH TER,KANSAS CITY,64153,,NPD,N,VIC,,,,false,"7100  NW 86TH TER
KANSAS CITY 64153
(39.251035, -94.661989)"
KC19081794,10/24/2019,12:48,10/24/2019,19:12,,,Outside State Warrant Arrest,,,213,6400  MANCHESTER AVE,KANSAS CITY,64129,,MPD,N,ARR CHA,B,F,21,false,
KC19082017,10/25/2019,17:12,10/25/2019,18:40,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,64068,,OSPD,N,ARR CHA,W,M,49,false,
KC19082106,10/26/2019,01:48,10/26/2019,01:48,,,Recovered Property,,,142,E 41 ST and GARFIELD AVE,KANSAS CITY,64130,,CPD,N,SUS,B,M,,false,
KC19082154,10/26/2019,08:23,10/26/2019,08:55,10/26/2019,10:11,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,,,OSPD,N,ARR CHA,W,M,32,false,
KC19082204,10/26/2019,13:34,10/26/2019,13:34,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,213,E 59 ST and S JACKSON,KANSAS CITY,64130,,MPD,Y,VIC,B,F,29,true,
KC19082230,10/26/2019,15:45,10/26/2019,15:45,,,Recovered Stolen Auto,,,223,E 54TH ST and COLLEGE AVE,KANSAS CITY,64130,PJ4323,MPD,N,VIC A02,W,M,32,false,
KC19063207,08/21/2019,09:06,08/21/2019,09:06,,,Recovered Property,,,231,400  W 70TH ST,KANSAS CITY,64113,,MPD,N,VIC,W,M,68,false,"400  W 70TH ST
KANSAS CITY 64113
(39.001853, -94.593647)"
KC19066486,09/01/2019,14:08,09/01/2019,14:00,,,Domestic Violence Property Damage,290,Vandalism/Destruction of Property,532,5400  E 97 ST,KANSAS CITY,64134,,SPD,Y,VIC,B,M,33,false,
KC19082561,10/27/2019,22:54,10/27/2019,18:30,10/27/2019,22:54,Stolen Auto,,,344,0  ARROWHEAD DR,KANSAS CITY,64129,PJ3281,EPD,N,VIC,W,M,37,false,
KC19067937,09/06/2019,15:31,09/06/2019,15:31,,,Stolen Auto,240,Motor Vehicle Theft,412,1600  NW 67TH TER,KANSAS CITY,,PC0567,NPD,N,VIC,W,F,59,false,"1600  NW 67TH TER
KANSAS CITY
(39.2162, -94.599006)"
KC19061354,08/14/2019,21:48,08/14/2019,22:00,,,Domestic Violence Assault (Non-Aggravated),90Z,All Other Offenses,541,E BANNISTER RD and DRURY AVE,KANSAS CITY,63137,PJ6502,SPD,Y,ARR CHA SUS,B,M,28,false,
KC19083046,10/29/2019,14:54,10/29/2019,14:54,,,State Warrant Arrest,,,641,NE M 152 HWY E and N CHURCH RD,KANSAS CITY,,PC0387,SCP,N,SUS,W,M,51,false,
KC19083316,10/30/2019,14:33,10/30/2019,14:33,,,Outside State Warrant Arrest,,,234,E 85 ST and W HICKMAN MILLS,KANSAS CITY,64132,,MPD,N,SUS,W,M,28,false,
KC19083391,10/30/2019,18:10,10/30/2019,18:10,,,Sexual Misconduct - Juvenile,,,332,3200  COLLEGE AVE,KANSAS CITY,64127,PJ2663,EPD,Y,SUS,B,M,39,false,
KC19083478,10/31/2019,00:06,10/31/2019,00:06,,,State Warrant Arrest,,,231,7500  WYANDOTTE ST,KANSAS CITY,,,MPD,N,SUS,W,M,36,false,"7500  WYANDOTTE ST
KANSAS CITY
(38.992234, -94.591867)"
KC19083593,10/31/2019,12:23,10/31/2019,13:00,,,Legacy Incident Report/Arrest,,,999,800  S CHRYSLER,INDEPENDENCE,64052,,OSPD,N,ARR CHA SUS,W,M,37,false,
KC19083704,10/31/2019,19:27,10/31/2019,19:27,,,Domestic Violence Assault (Aggravated),13A,Aggravated Assault,341,2200  OAKLEY AVE,KANSAS CITY,64128,PJ1900,EPD,Y,VIC,B,M,57,false,
KC19083801,11/01/2019,08:13,10/22/2019,22:30,10/23/2019,08:30,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,221,00  W 52ND ST,KANSAS CITY,,PJ4157,MPD,N,VIC,W,F,45,false,
KC19083923,11/01/2019,15:26,11/01/2019,15:45,,,Recovered Property,,,222,E 54TH ST and OLIVE ST,KANSAS CITY,64130,PJ4317,MPD,N,SUS,B,M,32,false,
KC19062242,08/18/2019,00:22,08/18/2019,00:22,08/18/2019,01:45,Assault (Aggravated),,,142,4000  EUCLID AVE,KANSAS CITY,,PJ3260,CPD,N,VIC,B,F,,false,"4000  EUCLID AVE
KANSAS CITY
(39.053967, -94.560891)"
KC19084108,11/02/2019,08:05,11/02/2019,08:05,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,,,OSPD,N,ARR,B,M,33,false,
KC19084209,11/02/2019,17:41,11/02/2019,17:15,,,Assault (Non-Aggravated),13B,Simple Assault,111,1600  W 14TH ST,KANSAS CITY,64105,PJ1146,CPD,N,SUS,B,M,40,false,
KC19084249,11/02/2019,19:55,11/02/2019,19:45,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,424,11400  N MCGEE ST,KANSAS CITY,,,NPD,Y,VIC,W,F,67,false,
KC19084332,11/03/2019,05:42,11/03/2019,06:46,,,Burglary (Non-Residential),,,345,4000  BLUE RIDGE CTOF,KANSAS CITY,64133,PJ3492,EPD,N,VIC,,,,false,
KC19084347,11/03/2019,08:51,11/02/2019,12:00,,,Assault (Aggravated),13A,Aggravated Assault,234,84TH ST and INDIANA AVE,KANSAS CITY,,,MPD,N,VIC,W,M,51,false,
KC19084520,11/04/2019,06:23,11/04/2019,06:25,,,Stealing from Auto (Theft from Auto),,,632,4300  NE 91 TER,KANSAS CITY,64119,,SCP,N,VIC,W,M,23,false,
KC19059218,08/07/2019,12:03,08/07/2019,12:03,,,Recovered Stolen Auto,,,315,5400  INDEPENDENCE AVE,KANSAS CITY,64123,,EPD,N,VIC,,,,false,"5400  INDEPENDENCE AVE
KANSAS CITY 64123
(39.105179, -94.518536)"
KC19084849,11/05/2019,09:56,11/05/2019,10:30,11/05/2019,11:21,Recovered Stolen Auto,,,425,700  N LONDON DR,KANSAS CITY,64153,,NPD,N,VIC,,,,false,
KC19084912,11/05/2019,14:25,11/03/2019,23:50,11/04/2019,19:00,Stealing from Building/Residence,280,Stolen Property Offenses,345,10400  E 42ND ST,KANSAS CITY,64130,,EPD,N,CMP VIC,B,F,35,false,
KC19085045,11/05/2019,21:58,11/05/2019,21:29,,,Possession/Sale/Distribution of a Controlled Substance,,,222,E 51ST ST and WABASH AVE,KANSAS CITY,64130,,MPD,N,ARR CHA SUS,B,M,52,false,
KC19085114,11/06/2019,08:01,11/05/2019,16:00,11/06/2019,07:40,Stealing from Auto (Theft from Auto),23F,Theft From Motor Vehicle,633,1400  NE VIVION RD,KANSAS CITY,64116,,SCP,N,CMP VIC,B,M,34,false,
KC19085192,11/06/2019,12:29,11/06/2019,12:25,,,Vehicular – Injury,,,134,I 35 and 17 ST,KANSAS CITY,64108,,CPD,N,ARR CHA VDR,W,M,44,false,
KC19085282,11/06/2019,17:25,11/06/2019,14:00,,,Stolen Auto,,,312,1000  N CENTURY AVE,KANSAS CITY,64120,,EPD,N,CMP VIC,B,F,29,false,
KC19085450,11/07/2019,11:58,11/06/2019,17:30,,,Impersonation of Another Person,,,544,13200  BLUE PARKWAY,KANSAS CITY,64130,,SPD,N,SUS,B,M,44,false,
KC19085455,11/07/2019,11:43,11/07/2019,11:43,,,Disorderly Conduct,90C,Disorderly Conduct,533,I 435 HWY and S STATE LINE RD S,KANSAS CITY,64114,,SPD,N,CHA SUS,W,M,25,false,
KC19085559,11/07/2019,18:03,11/07/2019,18:03,,,Burglary (Residential),220,Burglary/Breaking and Entering,232,1300  E 75TH ST,KANSAS CITY,64132,,MPD,N,VIC,,,,false,
KC19085847,11/08/2019,17:04,11/08/2019,17:04,,,Molestation,,,533,11500  STATE LINE,KANSAS CITY,64114,,SPD,N,VIC,W,F,,false,
KC19085913,11/08/2019,21:22,11/08/2019,21:22,,,Violation of Ex-Parte Order of Protection,,,313,3100  THOMPSON AVE,KANSAS CITY,64123,,EPD,N,VIC,W,F,34,false,
KC19085997,11/09/2019,13:42,11/02/2019,14:30,11/07/2019,17:00,Unfounded,23G,Theft of Vehicle Parts and Accessories,312,8300  WILSON AVE,KANSAS CITY,64125,PJ0353,EPD,N,VIC,W,M,76,false,
KC19086079,11/09/2019,19:13,11/09/2019,19:22,,,Stolen Auto,240,Motor Vehicle Theft,122,1300  WANDOTTE,KANSAS CITY,64106,,CPD,N,VIC,W,M,38,false,
KC19086109,11/09/2019,21:00,11/09/2019,21:05,,,Stealing – Shoplift,,,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,VIC,,,,false,
KC19086287,11/10/2019,18:49,11/10/2019,13:30,,,Domestic Violence Assault (Non-Aggravated),13B,Simple Assault,532,9500  DRURY AVE,KANSAS CITY,64138,,SPD,Y,CMP VIC,B,F,26,false,
KC19086761,11/12/2019,12:51,11/12/2019,10:00,11/12/2019,12:50,Tampering,240,Motor Vehicle Theft,423,1600  NW 88TH ST,KANSAS CITY,64155,PC0323,NPD,N,VIC,W,M,64,false,
KC19086796,11/12/2019,13:27,11/12/2019,13:27,,,Stealing – Shoplift,23C,Shoplifting,233,8200  WORNALL RD,KANSAS CITY,64131,,MPD,N,VIC,,,,false,
KC19086875,11/12/2019,20:15,11/12/2019,20:00,,,Passing Bad Checks,90A,Bad Checks,345,11600  E US 40 HWY,KANSAS CITY,64133,PJ3601,EPD,N,SUS,B,M,28,false,
KC19068803,09/09/2019,19:41,09/09/2019,20:39,,,City/Municipal Warrant Arrest,,,633,6500  ROYAL ST,PLEASANT VALLEY,64068,,OSPD,N,ARR CHA SUS,W,F,39,false,"6500  ROYAL ST
PLEASANT VALLEY 64068
(39.212605, -94.481559)"
KC19065788,08/29/2019,22:26,08/29/2019,22:28,,,Rape,11A,Forcible Rape,314,4700  INDEPENDENCE AVE,KANSAS CITY,64124,,EPD,N,VIC,W,F,19,false,"4700  INDEPENDENCE AVE
KANSAS CITY 64124
(39.105487, -94.527068)"
KC19087093,11/13/2019,17:34,11/13/2019,17:45,,,City/Municipal Warrant Arrest,,,999,00  S WATER ST,LIBERTY,,,OSPD,N,ARR,W,M,33,false,
KC19059894,08/09/2019,21:14,08/09/2019,21:14,08/09/2019,22:40,Vehicular – Non-Injury,,,412,S US 169 HWY and I 29 HWY,KANSAS CITY,64118,PC0801,NPD,N,CHA VDR,B,M,21,false,
KC19087478,11/15/2019,05:00,11/15/2019,04:55,,,Vehicular – Injury,,,541,E BANNISTER RD and S I-435 HWY,KANSAS CITY,64137,,SPD,N,CHA PED,B,M,44,false,
KC19087545,11/15/2019,12:28,11/14/2019,09:00,11/14/2019,14:30,Forgery,250,Counterfeiting / Forgery,132,0  W ARMOUR BLVD,KANSAS CITY,64111,PJ2827,CPD,N,VIC,W,M,77,false,
